"Operadora";"Acre";"Alagoas";"Amap�";"Amazonas";"Bahia";"Cear�";"Distrito Federal";"Esp�rito Santo";"Goi�s";"Maranh�o";"Mato Grosso";"Mato Grosso do Sul";"Minas Gerais";"Par�";"Para�ba";"Paran�";"Pernambuco";"Piau�";"Rio de Janeiro";"Rio Grande do Norte";"Rio Grande do Sul";"Rond�nia";"Roraima";"Santa Catarina";"S�o Paulo";"Sergipe";"Tocantins";"Total"
"343153-UNIMED SOUSA - COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"343269-UNIMED DE LONDRINA COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"343331-CAIXA DE ASSIST�NCIA DOS EMPREGADOS DO SIST";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"343404-UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLO";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"343463-PLAMED PLANO DE ASSISTENCIA MEDICA LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"343676-SAMOC S.A. - SOCIEDADE ASSISTENCIAL M�DICA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"343684-UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIV";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"343722-UNIMED PONTE NOVA COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"343731-UNIMED-S�O GON�ALO - NITER�I - SOC.COOP.SER";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"343765-UNIMED CALDAS NOVAS - COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"343889-UNIMED BELO HORIZONTE COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"343919-UNIODONTO COOPERATIVA ODONTOL�GICA DO SERID";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"344095-SISDENTE - SISTEMA INTEGRADO DE SA�DE DENTA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344141-UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA D";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"344184-CAIXA DE ASSIST�NCIA DOS EMPREGADOS DO SETO";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344362-S�O LUCAS SA�DE S/A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"344397-UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"344443-VIDAPLAN SA�DE LTDA.";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344451-UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344486-ODONTOBASE PLANOS DE SAUDE LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"344681-UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"344729-UNIMED VARGINHA COOPERATIVA DE TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344788-UNIMED DE CORUMBA COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"344800-ALVORECER - ASSOCIA��O DE SOCORROS M�TUOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"344885-UNIMED RECIFE COOPERATIVA DE TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"344915-SANTA CASA DE MISERIC�RDIA E ASILO DOS POBR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"345091-SANTA CASA DE MISERICORDIA DE SAO JOAQUIM D";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"345318-UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"345458-UNIMED LAVRAS COOPERATIVA DE TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"345474-SERVI�O FEDERAL DE PROCESSAMENTO DE DADOS (";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"345598-UNIMED AMPARO COOPERATIVA DE TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"345695-VALE S/A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"345709-UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"345776-UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"346004-UNIODONTO PIRACICABA - COOPERATIVA ODONTOL�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"346209-UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"346276-UNIMED SALTO/ITU - COOPERATIVA M�DICA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"346659-CAIXA DE ASSIST�NCIA DOS FUNCION�RIOS DO BA";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"346870-PORTO ALEGRE CL�NICAS LTDA. - EM LIQUIDA��O";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"346926-FUNDA��O ASSISTENCIAL DOS SERVIDORES DO MIN";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"346951-UNIMED CA�ADOR COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347183-UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP.";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"347302-UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347477-UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347507-UNIMED CENTRO ROND�NIA COOPERATIVA DE TRABA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"347604-UNIODONTO DE AMERICANA COOPERATIVA ODONTOL�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347655-IRMANDADE DA SANTA CASA DE MISERIC�RDIA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"347795-UNIODONTO DE JUNDIA� COOPERATIVA ODONTOL�GI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"347825-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"348082-UNIMED ANHANGUERA COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"348180-HUMANA SA�DE LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"348261-UNIMED ALTO S�O FRANCISCO COOPERATIVA DE TR";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"348520-NOTRE DAME INTERM�DICA MINAS GERAIS SA�DE S";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"348830-PLENA SA�DE S.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"349011-UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"349283-UNIODONTO DE ARACAJU COOP DE TRABALHO ODONT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"349291-MAIS DENTAL PLANOS ODONTOLOGICOS LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"349682-DOCTOR CLIN OPERADORA DE PLANOS DE SA�DE LT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"349712-UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"350141-PARAN� CL�NICAS - PLANOS DE SA�DE S/A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"350249-H.B. SA�DE S/A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"350290-UNIODONTO DE TAQUARITINGA COOPERATIVA ODONT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"350346-UNIMED CACERES COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"350371-UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"350494-UNIODONTO DE CAMPINAS COOPERATIVA ODONTOL�G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"350630-UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"350648-UNIMED REGI�O DA CAMPANHA/RS - COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"350699-CENTRO HOSPITALAR ATIBAIA LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"350770-UNIODONTO DE LONDRINA COOP. ODONTOL�GICA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"351202-UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE T";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"351270-POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"351351-MULTI - BUCAL ODONTOLOGIA LTDA - LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"351407-UNIMED DE CATANDUVA - COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"351628-WM ADMINISTRA��O DE PLANOS ODONTOL�GICOS LT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"351776-UNIMED DE REGISTRO COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"352152-ARM PLANOS ODONTOL�GICOS LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"352179-UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"352314-UNIMED JO�O MONLEVADE COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"352331-CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"352501-UNIMED PORTO ALEGRE - COOPERATIVA M�DICA LT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"352519-UNIMED ALTO JACU�/RS - COOPERATIVA DE ASSIS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"352543-UNIMED MARANH�O DO SUL - COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"352586-SISTEMAS E PLANOS DE SA�DE LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"352683-UNIMED DE CAMPOS COOPERATIVA DE TRABALHO M�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"352888-NUCLEBR�S EQUIPAMENTOS PESADOS S/A - NUCLEP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"353027-UNIMED SUL PAULISTA - COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"353060-UNIMED PATOS DE MINAS COOPERATIVA TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"353264-SANTA CASA DE MISERICORDIA HOSPITAL S�O VIC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"353353-UNIMED TERESINA - COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"353477-COOPERATIVA DE ASSIST�NCIA ODONTOL�GICA VAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"353663-UNIMED NORTE DO MATO GROSSO COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"353698-UNIMED REGI�O DA PRODU��O/RS - COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"353752-UNIODONTO COOP ODONT VALE TAQUARI E RIO PAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"353876-UNIMED PONTAL DO TRI�NGULO - COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"353892-COOPERCISO - CENTRO INTEGRADO DE SERVI�O OD";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"354031-UNIMED S�O CARLOS - COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354066-UNIMED UBERABA COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"354279-UNIMED DE LINS - COOPERATIVA DE TRABALHOS M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354295-UNIMED CHAPEC� - COOPERATIVA DE TRABALHO M�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"354325-UNIMED ARAGUARI COOPERATIVA DE TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"354511-OPERADORA UNIESTE DE PLANOS DE SA�DE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"354562-IRMANDADE DA SANTA CASA DE MISERIC�RDIA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354619-UNIMED DE SAO JOS� DO RIO PARDO-COOP. DE TR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354627-UNIMED DE CIANORTE - COOPERATIVA DE TRABALH";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"354678-UNIMED MACHADO COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"354686-UNIODONTO DE CATANDUVA COOPERATIVA ODONTOL�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354783-UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"354996-UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"355097-SANTA HELENA ASSIST�NCIA M�DICA S/A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"355151-FUNDA��O COPEL DE PREVID�NCIA E ASSIST�NCIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"355577-UNIMED DE GUARATINGUETA-COOPERATIVA DE TRAB";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"355593-UNIMED PATROC�NIO COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"355691-UNIMED DO ESTADO DE SANTA CATARINA FED. EST";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"355721-UNIMED DE SANTOS COOP DE TRAB MEDICO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"356123-UNIMED DO CARIRI - SOCIEDADE COOPERATIVA M�";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"356417-UNIMED VALE DO SINOS - COOPERATIVA DE ASSIS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"356476-SIM - CAIXA DE ASSIST�NCIA � SA�DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"356581-UNIMED ITA�NA COOPERATIVA DE TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"357022-UNIMED ERECHIM - COOPERATIVA DE SERVI�OS DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"357138-UNIMED CENTRO OESTE PAULISTA - FEDERA��O IN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"357260-UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"357391-UNIMED VITORIA COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"357511-HUMANA SA�DE NORDESTE LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"357669-DESBAN - FUNDA��O BDMG DE SEGURIDADE SOCIAL";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"357715-UNIMED DE MINEIROS COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358053-SELECT OPERADORA DE PLANO DE SAUDE LTDA";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358088-UNIMED LESTE PAULISTA COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"358096-UNIMED APUCARANA COOPERATIVA DE TRABALHO M�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"358282-UNIMED NORTE DO PARAN� COOPERATIVA REGIONAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"358339-UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOL";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358436-UNIODONTO GOIANIA COOPERATIVA DE CIRURGI�ES";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358754-CAIXA DE ASSIST�NCIA DOS FUNCION�RIOS DO BA";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359017-NOTRE DAME INTERM�DICA SA�DE S.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"359033-UNIMED TR�S CORA��ES COOPERATIVA DE TRABALH";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359122-CAIXA DE ASSIST�NCIA DOS SERVIDORES FAZEND�";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359289-UNIMED VALE DO A�O COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359394-INTEGRAL SERVI�OS ODONTOL�GICOS LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"359459-COOPERATIVA DOS CIRURGI�ES DENTISTAS DO EST";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"359661-OMINT SERVI�OS DE SA�DE S.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"359726-UNIODONTO DE TR�S RIOS - COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"359777-UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"360244-PLANO DE SA�DE ANA COSTA LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"360414-UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"360449-UNIMED GRANDE FLORIAN�POLIS-COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"360783-ASSOCIACAO DE SAUDE HOLAMBRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"361011-SINDIFISCO NACIONAL - SINDICATO NACIONAL DO";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"361461-VIVACOM PLANOS DE SA�DE";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
