NCTId;Sponsor;Place;City/state
NCT02200614;Bayer;;São Paulo
NCT02200614;Bayer;;São Paulo
NCT02200614;Bayer;;São Paulo
NCT02200614;Bayer;;São Paulo
NCT02200614;Bayer;;São Paulo
NCT02200614;Bayer;;Sorocaba
NCT03691285;Universidade Federal de Goias;School of Dentistry, Federal University of Goias;Goiânia
NCT04072835;Milestone Pharmaceuticals Inc.;5221;Belo Horizonte
NCT04072835;Milestone Pharmaceuticals Inc.;5217;Brasília
NCT04072835;Milestone Pharmaceuticals Inc.;5215;Campinas
NCT04072835;Milestone Pharmaceuticals Inc.;5222;Canoas
NCT04072835;Milestone Pharmaceuticals Inc.;5207;Curitiba
NCT04072835;Milestone Pharmaceuticals Inc.;5227;Juiz de Fora
NCT04072835;Milestone Pharmaceuticals Inc.;5209;Recife
NCT04072835;Milestone Pharmaceuticals Inc.;5214;Salvador
NCT04072835;Milestone Pharmaceuticals Inc.;5219;Santo André
NCT04072835;Milestone Pharmaceuticals Inc.;5212;São José do Rio Preto
NCT04072835;Milestone Pharmaceuticals Inc.;5220;São Paulo
NCT04072835;Milestone Pharmaceuticals Inc.;5225;São Paulo
NCT04072835;Milestone Pharmaceuticals Inc.;5205;Uberlândia
NCT04072835;Milestone Pharmaceuticals Inc.;5228;Belo Horizonte
NCT04072835;Milestone Pharmaceuticals Inc.;5202;Campinas
NCT04072835;Milestone Pharmaceuticals Inc.;5201;Goiânia
NCT04072835;Milestone Pharmaceuticals Inc.;5229;Jaú
NCT04072835;Milestone Pharmaceuticals Inc.;5235;Rio de Janeiro
NCT04072835;Milestone Pharmaceuticals Inc.;5232;São Paulo
NCT04072835;Milestone Pharmaceuticals Inc.;5204;Tatuí
NCT04072835;Milestone Pharmaceuticals Inc.;5231;Votuporanga
NCT02254408;Gilead Sciences;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT02254408;Gilead Sciences;Fundacao Faculdade Regional Medicina de Sao Jose do Rio Preto;São Paulo
NCT02254408;Gilead Sciences;Fundação Antonio Prudente - Hospital do Câncer AC Camargo;São Paulo
NCT02254408;Gilead Sciences;Hospital Israelita Albert Einstein;São Paulo
NCT02254408;Gilead Sciences;Hospital Santa Marcelina;São Paulo
NCT02254408;Gilead Sciences;Hospital Universitario USP;São Paulo
NCT02254408;Gilead Sciences;Instituto Brasileiro de Controle do Câncer-IBCC;São Paulo
NCT03183752;Hospital Universitário Clementino Fraga Filho;Patricia Santos;Rio de Janeiro
NCT01121835;Sanofi;Investigational Site Number 076002;Belém
NCT01121835;Sanofi;Investigational Site Number 076005;Curitiba
NCT01121835;Sanofi;Investigational Site Number 076004;Fortaleza
NCT01121835;Sanofi;Investigational Site Number 076001;Porto Alegre
NCT01121835;Sanofi;Investigational Site Number 076003;São Paulo
NCT05433298;Paulo Brofman;Paulo Roberto Slud Brofman;Curitiba
NCT02519699;Federal University of São Paulo;Hospital São Paulo - Universidade Federal de São Paulo;São Paulo
NCT01335321;University of Sao Paulo General Hospital;Instituto de Ortopedia e Traumatologia do Hospital das Clínicas da Universidade de São Paulo;São Paulo
NCT03382626;University of Sao Paulo General Hospital;Ambulatório de Reabilitação Cognitiva do Hospital das Clínicas da Universidade de São Paulo;São Paulo
NCT02014155;University of Santa Cruz do Sul;Universidade de Santa Cruz do Sul;Santa Cruz do Sul
NCT06002126;Weill Medical College of Cornell University;University of São Paulo;São Paulo
NCT03324035;University of Sao Paulo;Hospital Das Clínicas da Faculdade de Medicina da USP;São Paulo
NCT02474498;University of Campinas, Brazil;Piracicaba Dental School, State University of Campinas;Piracicaba
NCT01468987;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.;Aparecida de Goiânia
NCT01468987;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician.;Brasília
NCT04349514;Monash University;Lab of Neuroimaging and Dept of Neurology, University of Campinas (UNICAMP);São Paulo
NCT03958084;Alessandro Haupenthal;Santa Catarina Federal University;Araranguá
NCT03113084;União Química Farmacêutica Nacional S/A;União Química Farmacêutica Nacional;São Paulo
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;Salvador
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;Curitiba
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;São José do Rio Preto
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT06470048;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Salvador
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Salvador
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Brasília
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Goiânia
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Goiânia
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Goiânia
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;São Luís
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Belo Horizonte
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Belo Horizonte
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Uberlândia
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Curitiba
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Belém
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Recife
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Recife
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Recife
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Rio de Janeiro
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Rio de Janeiro
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Rio de Janeiro
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Natal
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Passo Fundo
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Marília
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Ribeirão Preto
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Santo André
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Santo André
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;São José do Rio Preto
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01035255;Novartis Pharmaceuticals;Novartis Investigative Site;Votuporanga
NCT01824485;University of Sao Paulo General Hospital;Instituto de Ortopedia e Traumatologia HC-FMUSP;São Paulo
NCT06252285;Sanofi Pasteur, a Sanofi Company;AssociaÃ§Ã£o Obras Sociais IrmÃ£ Dulce - Centro de Pesquisa ClÃ-nica (CPEC)- Site Number : 0760009;Salvador
NCT06252285;Sanofi Pasteur, a Sanofi Company;Freire Pesquisa Clínica- Site Number : 0760001;Belo Horizonte
NCT06252285;Sanofi Pasteur, a Sanofi Company;Hospital de Clinicas de Porto Alegre- Site Number : 0760005;Porto Alegre
NCT06252285;Sanofi Pasteur, a Sanofi Company;Hospital Ernesto Dornelles- Site Number : 0760007;Porto Alegre
NCT06252285;Sanofi Pasteur, a Sanofi Company;Hospital Das Clinicas da Faculdade de Medicina de Ribeirão Preto - USP - PPDS- Site Number : 0760010;Ribeirão Preto
NCT06252285;Sanofi Pasteur, a Sanofi Company;Fundação Faculdade Regional de Medicina de São José do Rio Preto- Site Number : 0760006;São José do Rio Preto
NCT06252285;Sanofi Pasteur, a Sanofi Company;Hospital SÃ£o Paulo da Universidade Federal de Sao Paulo - Escola Paulista de Medicina UNIFESP-EPM- Site Number : 0760002;SÃ£O Paulo
NCT06252285;Sanofi Pasteur, a Sanofi Company;Centro Paulista de Investigaçăo Clínica - CEPIC- Site Number : 0760004;São Paulo
NCT02902315;Universidade Federal de Santa Maria;Universidade Federal do Rio Grande;Rio Grande
NCT06136208;Science Valley Research Institute;Irmandade Da Santa Casa De Misericórdia De Santos - Science Valley Research Center;Santos
NCT05027399;University of Sao Paulo General Hospital;Heart Institute (InCor), Hospital das Clinicas do HCFMUSP;São Paulo
NCT01526109;Universidade Gama Filho;Universidade Gama Filho;Rio de Janeiro
NCT00560404;Hoffmann-La Roche;;Belo Horizonte
NCT00560404;Hoffmann-La Roche;;Brasília
NCT00560404;Hoffmann-La Roche;;Campinas
NCT00560404;Hoffmann-La Roche;;Campo Grande
NCT00560404;Hoffmann-La Roche;;Cariacica
NCT00560404;Hoffmann-La Roche;;Curitiba
NCT00560404;Hoffmann-La Roche;;Curitiba
NCT00560404;Hoffmann-La Roche;;Fortaleza
NCT00560404;Hoffmann-La Roche;;Jaboatão dos Guararapes
NCT00560404;Hoffmann-La Roche;;Joinville
NCT00560404;Hoffmann-La Roche;;Juiz de Fora
NCT00560404;Hoffmann-La Roche;;Londrina
NCT00560404;Hoffmann-La Roche;;Natal
NCT00560404;Hoffmann-La Roche;;Porto Alegre
NCT00560404;Hoffmann-La Roche;;Porto Alegre
NCT00560404;Hoffmann-La Roche;;Ribeirão Preto
NCT00560404;Hoffmann-La Roche;;Rio de Janeiro
NCT00560404;Hoffmann-La Roche;;Salvador
NCT00560404;Hoffmann-La Roche;;São José do Rio Preto
NCT00560404;Hoffmann-La Roche;;São Luís
NCT00560404;Hoffmann-La Roche;;São Paulo
NCT00560404;Hoffmann-La Roche;;São Paulo
NCT00560404;Hoffmann-La Roche;;São Paulo
NCT00560404;Hoffmann-La Roche;;São Paulo
NCT00560404;Hoffmann-La Roche;;São Paulo
NCT00560404;Hoffmann-La Roche;;Sorocaba
NCT00106548;Hoffmann-La Roche;;Porto Alegre
NCT00106548;Hoffmann-La Roche;;São Paulo
NCT02688426;Federal University of Health Science of Porto Alegre;Rodrigo Della Méa Plentz;Porto Alegre
NCT06104878;Takeda;Hospital São Rafael - Instituto D'Or de Pesquisa e Ensino;Salvador
NCT06104878;Takeda;Instituto D'Or de Pesquisa e Ensino;Brasília
NCT06104878;Takeda;Oncoclinicas Rio de Janeiro S.A;Rio de Janeiro
NCT06104878;Takeda;Beneficência Portuguesa de São Paulo - Real Benemerita Associação Portuguesa de Beneficência;São Paulo
NCT06104878;Takeda;Hospital Alemão Oswaldo Cruz - HAOC;São Paulo
NCT06104878;Takeda;AC Camargo Cancer Center / Fundação Antonio Prudente Liberdade;São Paulo
NCT06562478;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT03348943;University of Sao Paulo;Escola de Artes,Ciencias e Humanidades da Universidade d Sao Paulo;São Paulo
NCT00694109;Kastle Therapeutics, LLC;;São Paulo
NCT04209543;Estetra;Centro De Medicina Reprodutiva Ltda - Clinica Origen;Belo Horizonte
NCT04209543;Estetra;Faculdade de Medicina de Botucatu - UNESP;Botucatu
NCT04209543;Estetra;Centro De Pesquisa Clinica Do Brasil;Brasília
NCT04209543;Estetra;IPCC-Instituto de Pesquisa Clinica de Campinas;Campinas
NCT04209543;Estetra;University of Campinas Medical School;Campinas
NCT04209543;Estetra;Centro de Oncologia de Santa Catarina Ltda / Supera Oncologia;Chapecó
NCT04209543;Estetra;Instituto Tropical de Medicina Reprodutiva - Clinica INTRO;Cuiabá
NCT04209543;Estetra;CEPEME / CERHFAC Centro De Estudos E Pesquisas Em Reproducao Humana E Fertilizacao Assistida De Curitiba Ltda;Curitiba
NCT04209543;Estetra;Federal University Of Ceara;Fortaleza
NCT04209543;Estetra;Universidade Federal Do Rio Grande Do Norte/ Maternidade Escola Januario Cicco;Natal
NCT04209543;Estetra;Hospital Sao Vicente de Paulo, Associacao Hospitalar Beneficente Sao Vicente de Paulo;Passo Fundo
NCT04209543;Estetra;Hospital de Clinicas de Porto Alegre (HCPA);Porto Alegre
NCT04209543;Estetra;Nucleo de Pesquisa Clinica do Rio Grande do Sul Ltda;Porto Alegre
NCT04209543;Estetra;Unidade de Pesquisa Clínica - Centro de Medicina Reprodutiva;Porto Alegre
NCT04209543;Estetra;Hospital Sao Lucas da PUC;Porto Alegre
NCT04209543;Estetra;lnstituto Brasil De Pesquisa Clinica S.A (IBPCLIN);Rio de Janeiro
NCT04209543;Estetra;CEMEC - Faculdade de Medicina do ABC;São Bernardo do Campo
NCT04209543;Estetra;CPQuali Pesquisa Clinica LTDA;São Paulo
NCT04209543;Estetra;CPClin- Centro de Pesquisas Clinicas Ltda./Clinica Dr. Freddy Goldberg Eliaschewitz;São Paulo
NCT04209543;Estetra;Hospital Perola Byington/ Centro de Referencia da Saude da Mulher;São Paulo
NCT04209543;Estetra;Universidade Federal De Sao Paulo (Unifesp) - Hospital Sao Paulo (Hsp);São Paulo
NCT04209543;Estetra;CEPIC - Centro Paulista de Investigacao Clinica e Servicos Medicos Ltda;São Paulo
NCT04209543;Estetra;College - Centro De Pesquisa Clinica E Servicos Medicos Ltda College - Centro De Pesquisa Clinica (Baby Center Medicina Reprodutiva);São Paulo
NCT04209543;Estetra;CEDOES - Centro de Diagnostico e Pesquisa da Osteoporose do Espirito Santo;Vitória
NCT04209543;Estetra;Santa Casa De Votuporanga-Philanthropic hospital;Votuporanga
NCT00792753;Elixir Medical Corporation;Instituto Dante Pazzanese;São Paulo
NCT01353053;Federal University of São Paulo;Hospital Israelita Albert Einstein;São Paulo
NCT02275377;Hospital de Clinicas de Porto Alegre;Leila Moreira;Porto Alegre
NCT06661681;Federal University of Paraíba;Federal University of Paraíba;João Pessoa
NCT02964819;University of Nove de Julho;University of Nove de Julho;São Paulo
NCT03595319;Brasilia University Hospital;Hospital Universitário de Brasilia;Brasília
NCT06647407;Sanofi Pasteur, a Sanofi Company;Nelson Rosario Medicos Associados S/S Site Number : 0760004;Curitiba
NCT06647407;Sanofi Pasteur, a Sanofi Company;UFMG Site Number : 0760001;Belo Horizonte
NCT03143387;Faculty Sao Leopoldo Mandic Campinas;Faculdade Sao Leopoldo Mandic;Campinas
NCT03064516;Susana Morimoto;Universidade Ibirapuera;São Paulo
NCT03645616;Alessandro Haupenthal;Santa Catarina Federal University;Araranguá
NCT02531516;Aragon Pharmaceuticals, Inc.;;Barretos
NCT02531516;Aragon Pharmaceuticals, Inc.;;Belo Horizonte
NCT02531516;Aragon Pharmaceuticals, Inc.;;Campinas
NCT02531516;Aragon Pharmaceuticals, Inc.;;Curitiba
NCT02531516;Aragon Pharmaceuticals, Inc.;;Florianópolis
NCT02531516;Aragon Pharmaceuticals, Inc.;;Goiânia
NCT02531516;Aragon Pharmaceuticals, Inc.;;Ijuí
NCT02531516;Aragon Pharmaceuticals, Inc.;;Natal
NCT02531516;Aragon Pharmaceuticals, Inc.;;Porto Alegre
NCT02531516;Aragon Pharmaceuticals, Inc.;;Ribeirão Preto
NCT02531516;Aragon Pharmaceuticals, Inc.;;Rio de Janeiro
NCT02531516;Aragon Pharmaceuticals, Inc.;;Salvador
NCT02531516;Aragon Pharmaceuticals, Inc.;;Santo André
NCT02531516;Aragon Pharmaceuticals, Inc.;;São José do Rio Preto
NCT02531516;Aragon Pharmaceuticals, Inc.;;São Paulo
NCT02531516;Aragon Pharmaceuticals, Inc.;;Sorocaba
NCT05910216;Federal University of Health Science of Porto Alegre;Aline;Porto Alegre
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 503;Barretos
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 504;Brasília
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 506;Curitiba
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 505;Goiânia
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 502;Jaú
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 509;Lajeado
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 507;Porto Alegre
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 508;Porto Alegre
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 511;Rio de Janeiro
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 500;Santo André
NCT00877006;Teva Branded Pharmaceutical Products R&D, Inc.;Teva Investigational Site 501;São Paulo
NCT01700998;Universidade do Extremo Sul Catarinense - Unidade Academica de Ciecias da Saude;Hospital Sao Jose;Criciúma
NCT02050399;Universidade Federal de Sao Carlos;Universidade Federal de São Carlos;São Carlos
NCT01032798;University of Campinas, Brazil;University of Campinas;Campinas
NCT03852563;Bayer;Medcin Instituto da Pele;São Paulo
NCT01971099;Federal University of Minas Gerais;Hospital das Clinicas - Universidade Federal de Minas Gerais;Belo Horizonte
NCT02798263;Federal University of São Paulo;University Federal of Sao Paulo;São Paulo
NCT05202704;Universidade Federal de Sao Carlos;Unidade Saúde Escola - USE;São Carlos
NCT03383185;Federal University of São Paulo;Federal University of Sao Paulo - Unifesp;São Paulo
NCT06669754;Pharvaris Netherlands B.V.;Study Site;Santo André
NCT03119805;Groupe Hospitalier Pitie-Salpetriere;Palominos;Porto Alegre
NCT00635037;Federal University of São Paulo;Pain Setor of Federal University of Sao Paulo;São Paulo
NCT01649856;Hoffmann-La Roche;Crio - Centro Regional Integrado de Oncologia;Fortaleza
NCT01649856;Hoffmann-La Roche;Instituto Nacional de Cancer - INCa;
NCT01649856;Hoffmann-La Roche;Oncologia;Rio de Janeiro
NCT01649856;Hoffmann-La Roche;Clinicas Oncologicas Integradas - COI;Rio de Janeiro
NCT01649856;Hoffmann-La Roche;Hospital Giovanni Battista - Mae de Deus Center;
NCT01649856;Hoffmann-La Roche;Instituto do Cancer;Porto Alegre
NCT01649856;Hoffmann-La Roche;Hospital Amaral Carvalho;Jaú
NCT01649856;Hoffmann-La Roche;Hospital das Clinicas - FMUSP;
NCT01649856;Hoffmann-La Roche;Hematologia;São Paulo
NCT02055651;Bayer;;São Paulo
NCT02177929;Universidade do Vale do Paraíba;Universidade do Vale do Paraíba;São José dos Campos
NCT06917131;Universidade Federal Fluminense;Denise Mafra;Rio de Janeiro
NCT03171077;Federal University of Bahia;Complex Hospital Professor Edgard Santos, Federal University of Bahia;Salvador
NCT02469454;University of Sao Paulo;Clinical Hospital of Sao Paulo University;Ribeirão Preto
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;Natal
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;Passo Fundo
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;Itajaí
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;Barretos
NCT02299505;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT03232866;Paulista University;Franciele Marques Vanderlei;Presidente Prudente
NCT00903422;GlaxoSmithKline;GSK Investigational Site;Salvador
NCT00903422;GlaxoSmithKline;GSK Investigational Site;Belo Horizonte
NCT00903422;GlaxoSmithKline;GSK Investigational Site;Rio de Janeiro
NCT00903422;GlaxoSmithKline;GSK Investigational Site;Rio de Janeiro
NCT01461954;Shire;Hospital São Paulo/Federal University of São Paulo (UNIFESP);São Paulo
NCT01335594;Luciana Almeida Moreira da Paz Oliveira;Instituto de Assistência Médica ao Servidor Público Estadual;São Paulo
NCT00741754;UPECLIN HC FM Botucatu Unesp;Dental School - São Paulo State University;Araçatuba
NCT00600756;AstraZeneca;Research Site;Fortaleza
NCT00600756;AstraZeneca;Research Site;Salvador
NCT00600756;AstraZeneca;Research Site;Aparecida de Goiânia
NCT00600756;AstraZeneca;Research Site;Belo Horizonte
NCT00600756;AstraZeneca;Research Site;Curitiba
NCT00600756;AstraZeneca;Research Site;Recife
NCT00600756;AstraZeneca;Research Site;Rio de Janeiro
NCT00600756;AstraZeneca;Research Site;Porto Alegre
NCT00600756;AstraZeneca;Research Site;Itapira
NCT00600756;AstraZeneca;Research Site;Ribeirão Preto
NCT00600756;AstraZeneca;Research Site;São Paulo
NCT00600756;AstraZeneca;Research Site;Sorocaba
NCT00600756;AstraZeneca;Research Site;Botucatu
NCT02809729;Fabiola Soares Moreira Campos;Universidade Do Vale Do Sapucai;Pouso Alegre
NCT03596645;Janssen Research & Development, LLC;MK Blumenau Pesquisa Clínica;Blumenau
NCT03596645;Janssen Research & Development, LLC;Hospital Pequeno Principe;Curitiba
NCT03596645;Janssen Research & Development, LLC;Irmandade Santa Casa de Misericordia de Porto Alegre;Porto Alegre
NCT03596645;Janssen Research & Development, LLC;BR Trials;São Paulo
NCT06129539;Debiopharm International SA;Hospital Universitário João de Barros Barreto;Belém
NCT06129539;Debiopharm International SA;Hospital Da Criança de Brasília Jose Alencar;Brasília
NCT06129539;Debiopharm International SA;CETI - Centro de Estudos em Terapias Inovadoras Ltda;Curitiba
NCT06129539;Debiopharm International SA;Hospital Universitario Walter Cantidio;Fortaleza
NCT06129539;Debiopharm International SA;Clínica de Endocrinologia e Metabologia Ltda;Lago Sul
NCT06129539;Debiopharm International SA;Nucleo de Pesquisa Clínica do Rio Grande do Sul-NPCRS;Porto Alegre
NCT06129539;Debiopharm International SA;Fundação Faculdade Regional de Medicina de São José do Rio Preto;São José do Rio Preto
NCT06129539;Debiopharm International SA;CPCLIN - Centro de Pesquisas Clínicas Ltda.;São Paulo
NCT06129539;Debiopharm International SA;CPQuali Pesquisa Clinica;São Paulo
NCT06129539;Debiopharm International SA;Irmandade Santa Casa de São Paulo;São Paulo
NCT06129539;Debiopharm International SA;Integral Pesquisa e Ensino;Votuporanga
NCT02743494;Bristol-Myers Squibb;Local Institution - 0095;Brasília
NCT02743494;Bristol-Myers Squibb;Local Institution - 0096;Belo Horizonte
NCT02743494;Bristol-Myers Squibb;Local Institution - 0221;Curitiba
NCT02743494;Bristol-Myers Squibb;Local Institution - 0059;Ijuí
NCT02743494;Bristol-Myers Squibb;Local Institution - 0060;Porto Alegre
NCT02743494;Bristol-Myers Squibb;Local Institution - 0223, Itacorubi;Florianopolis
NCT02743494;Bristol-Myers Squibb;Local Institution - 0061;Barretos
NCT02743494;Bristol-Myers Squibb;Local Institution - 0222;Sao Jose de Rio Preto
NCT02743494;Bristol-Myers Squibb;Local Institution - 0065;Rio de Janeiro
NCT02743494;Bristol-Myers Squibb;Local Institution - 0064;Salvador
NCT02743494;Bristol-Myers Squibb;Local Institution - 0062;São Paulo
NCT02743494;Bristol-Myers Squibb;Local Institution - 0063;São Paulo
NCT04511429;D'Or Institute for Research and Education;Hospital Federal de Bonsucesso;Rio de Janeiro
NCT04511429;D'Or Institute for Research and Education;Hospital Estadual da Criança;Rio de Janeiro
NCT01920529;Instituto Materno Infantil Prof. Fernando Figueira;Integral Medicine Institute Professor. Fernando Figueira-IMIP;Recife
NCT04943445;Latin American Cooperative Oncology Group;CRIO - Centro Regional Integrado de Oncologia;Fortaleza
NCT04943445;Latin American Cooperative Oncology Group;Liga Norte Riograndense Contra o Câncer;Natal
NCT04943445;Latin American Cooperative Oncology Group;CPO - Centro de Pesquisa em Oncologia do Hospital São Lucas da PUCRS;Porto Alegre
NCT04943445;Latin American Cooperative Oncology Group;Hospital de Amor de Barretos;Barretos
NCT04943445;Latin American Cooperative Oncology Group;Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto - USP;Ribeirão Preto
NCT04943445;Latin American Cooperative Oncology Group;FUNFARME - Hospital de Base de São José do Rio Preto;São José do Rio Preto
NCT04943445;Latin American Cooperative Oncology Group;INCA - Instituto Nacional de Câncer;Rio de Janeiro
NCT04943445;Latin American Cooperative Oncology Group;ICESP - Instituto do Câncer do Estado de São Paulo;São Paulo
NCT04943445;Latin American Cooperative Oncology Group;BP - A Beneficência Portuguesa de São Paulo;São Paulo
NCT04943445;Latin American Cooperative Oncology Group;A.C. Camargo Cancer Center;São Paulo
NCT00536354;University of Sao Paulo;University of São Paulo;São Paulo
NCT00428051;Pfizer;Pfizer Investigational Site;Goiânia
NCT03154931;University of Sao Paulo General Hospital;AMBAN - Anxiety Program at IPQ-HCFMUSP;São Paulo
NCT01547195;Federal University of São Paulo;Ambulatory at UNIFESP;São Paulo
NCT01547195;Federal University of São Paulo;Universidade Federal de São Paulo;São Paulo
NCT03506594;Centro de Atenção ao Assoalho Pélvico;Centro de Atenção ao Assoalho Pelvico;Salvador
NCT01082731;Centers for Disease Control and Prevention;Hospital Geral Maternidade de Cruzeiro do Sul;Cruzeiro do Sul
NCT01082731;Centers for Disease Control and Prevention;Centro de Pesquisa em Patologias Tropicais;Porto Velho
NCT04219241;Azidus Brasil;Azidus Brasil Pesquisa Científica e Desenvolvimento Ltda.;Valinhos
NCT00496769;Bristol-Myers Squibb;Local Institution;Salvador
NCT00496769;Bristol-Myers Squibb;Local Institution;Salvador
NCT00496769;Bristol-Myers Squibb;Local Institution;Belo Horizonte
NCT00496769;Bristol-Myers Squibb;Local Institution;Uberaba
NCT00496769;Bristol-Myers Squibb;Local Institution;Uberaba
NCT00496769;Bristol-Myers Squibb;Local Institution;Campina Grande do Sul
NCT00496769;Bristol-Myers Squibb;Local Institution;Curitiba
NCT00496769;Bristol-Myers Squibb;Local Institution;Curitiba
NCT00496769;Bristol-Myers Squibb;Local Institution;Maringá
NCT00496769;Bristol-Myers Squibb;Local Institution;Belém
NCT00496769;Bristol-Myers Squibb;Local Institution;Natal
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00496769;Bristol-Myers Squibb;Local Institution;Blumenau
NCT00496769;Bristol-Myers Squibb;Local Institution;São José
NCT00496769;Bristol-Myers Squibb;Local Institution;Botucatu
NCT00496769;Bristol-Myers Squibb;Local Institution;Campinas
NCT00496769;Bristol-Myers Squibb;Local Institution;Marília
NCT00496769;Bristol-Myers Squibb;Local Institution;Marília
NCT00496769;Bristol-Myers Squibb;Local Institution;San Jose- Do Rio Preto
NCT00496769;Bristol-Myers Squibb;Local Institution;São José do Rio Preto
NCT00496769;Bristol-Myers Squibb;Local Institution;São José do Rio Preto
NCT00496769;Bristol-Myers Squibb;Local Institution;São José do Rio Preto
NCT00496769;Bristol-Myers Squibb;Local Institution;Rio de Janeiro
NCT00496769;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00496769;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00496769;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00496769;Bristol-Myers Squibb;Local Institution;São Paulo
NCT06542666;Federal University of Paraíba;Federal University of Paraíba;João Pessoa
NCT02300051;University of Sao Paulo General Hospital;Instituto de Psiquiatria do Hospital das Clínicas da Universidade de São Paulo[University of Sao Paulo General Hospital];São Paulo
